titulo,ubicacion,precio,caracteristicas,area_m2,habitaciones,banos,parqueaderos,url,codigo,pagina,numero_en_pagina
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$4.700.000,"77 m²
1 hab.
1 bañ.
1 par.",77,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-1-habitaciones-1-banos-1-garajes/687-M5666087,687-M5666087,97,11
"Local Comercial en Arriendo, EL POBLADO, Medellín",EL POBLADO | Otros | Medellín,$22.000.000,180 m²,180,,,,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-el-poblado/687-M5826266,687-M5826266,97,12
"Apartamento en Venta y Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$570.000.000,"100 m²
3 hab.
2 bañ.
2 par.",100,3,2,2,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-los-balsos-no.1-3-habitaciones-2-banos-2-garajes/687-M2359680,687-M2359680,97,13
"Apartamento en Arriendo, San Cristobal, Medellín",San Cristobal | Medellín,$1.050.000,"50 m²
3 hab.
1 bañ.",50,3,1,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-cristobal-3-habitaciones-1-banos/21136-M6059907,21136-M6059907,97,14
"Local Comercial en Arriendo, Candelaria, Medellín",Candelaria | Medellín,$7.800.000,"103 m²
1 bañ.",103,,1,,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-candelaria-1-banos/20769-M5990288,20769-M5990288,97,15
"Apartamento en Arriendo, LAURELES, Medellín",LAURELES | Noroccidente | Medellín,$3.200.000,"136 m²
3 hab.
2 bañ.
1 par.",136,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-castellana-3-habitaciones-2-banos-1-garajes/12116-M5426113,12116-M5426113,97,16
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$7.800.000,"209 m²
3 hab.
3 bañ.
2 par.",209,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.2-3-habitaciones-3-banos-2-garajes/687-M5481644,687-M5481644,97,17
"Apartamento en Arriendo, LOS LAURELES, Medellín",LOS LAURELES | Noroccidente | Medellín,$4.600.000,"175 m²
3 hab.
3 bañ.
3 par.",175,3,3,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-laureles-3-habitaciones-3-banos-3-garajes/12116-M4560625,12116-M4560625,97,18
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$4.400.000,"88 m²
3 hab.
2 bañ.
2 par.",88,3,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-diego-3-habitaciones-2-banos-2-garajes/687-M5604956,687-M5604956,97,19
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Otros | Medellín,$4.150.000,"120 m²
3 hab.
2 bañ.
1 par.",120,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-aguacatala-3-habitaciones-2-banos-1-garajes/687-M5804930,687-M5804930,97,20
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$10.100.000,"100 m²
2 hab.
3 bañ.
2 par.",100,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-altos-del-poblado-2-habitaciones-3-banos-2-garajes/687-M5599183,687-M5599183,97,21
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Nororiente | Medellín,$2.900.000,"60 m²
2 hab.
2 bañ.
1 par.",60,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-asomadera-no.1-2-habitaciones-2-banos-1-garajes/687-M4732707,687-M4732707,97,22
"Apartamento en Arriendo, BELEN, Medellín",BELEN | Otros | Medellín,$3.550.000,"70 m²
3 hab.
2 bañ.
1 par.",70,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-de-los-bernal-3-habitaciones-2-banos-1-garajes/12116-M5857043,12116-M5857043,97,23
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Otros | Medellín,$11.100.000,"115 m²
2 hab.
3 bañ.
2 par.",115,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no1-2-habitaciones-3-banos-2-garajes/687-M5846873,687-M5846873,97,24
"Casa en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$10.500.000,"250 m²
3 hab.
4 bañ.
1 par.",250,3,4,1,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-el-tesoro-3-habitaciones-4-banos-1-garajes/687-M5422094,687-M5422094,97,25
"Oficina en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$3.700.000,"44 m²
1 bañ.
1 par.",44,,1,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-altos-del-poblado-1-banos-1-garajes/687-M5176371,687-M5176371,97,26
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Otros | Medellín,$4.650.000,"100 m²
3 hab.
2 bañ.
1 par.",100,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-patio-bonito-3-habitaciones-2-banos-1-garajes/687-M5813294,687-M5813294,97,27
"Apartamento en Arriendo, LAURELES, Medellín",LAURELES | Noroccidente | Medellín,$4.750.000,"107 m²
3 hab.
2 bañ.
1 par.",107,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-laureles-3-habitaciones-2-banos-1-garajes/12116-M4306364,12116-M4306364,97,28
"Casa en Arriendo, BELEN, Medellín",BELEN | Suroccidente | Medellín,$4.100.000,"140 m²
3 hab.
3 bañ.
1 par.",140,3,3,1,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-loma-de-los-bernal-3-habitaciones-3-banos-1-garajes/12116-M5454760,12116-M5454760,97,29
"Oficina en Arriendo, GUAYABAL, Medellín",GUAYABAL | Suroccidente | Medellín,$3.900.000,"107 m²
4 bañ.
1 par.",107,,4,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-guayabal-4-banos-1-garajes/687-M4336630,687-M4336630,97,30
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$3.250.000,"53 m²
1 hab.
1 bañ.
1 par.",53,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-1-habitaciones-1-banos-1-garajes/687-M6007473,687-M6007473,97,31
"Apartamento en Arriendo, BELEN, Medellín",BELEN | Suroccidente | Medellín,$4.100.000,"98 m²
2 hab.
2 bañ.
1 par.",98,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-de-los-bernal-2-habitaciones-2-banos-1-garajes/12116-M5656862,12116-M5656862,97,32
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Otros | Medellín,$6.400.000,"113 m²
3 hab.
3 bañ.
2 par.",113,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-3-banos-2-garajes/687-M5856443,687-M5856443,97,33
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$16.500.000,"200 m²
3 hab.
4 bañ.
4 par.",200,3,4,4,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-4-banos-4-garajes/687-M4943660,687-M4943660,97,34
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$6.500.000,"136 m²
3 hab.
4 bañ.
2 par.",136,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-3-habitaciones-4-banos-2-garajes/687-M5687001,687-M5687001,97,35
"Apartamento en Arriendo, El Poblado, Medellín",El Poblado | Medellín,$6.000.000,"143 m²
3 hab.
3 bañ.
2 par.",143,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-poblado-3-habitaciones-3-banos-2-garajes/20769-M5990362,20769-M5990362,97,36
"Bodega en Arriendo, Perpetuo Socorro, Medellín",Perpetuo Socorro | Suroriente | Medellín,$25.000.000,"1.000 m²
3 bañ.",000,,3,,https://www.metrocuadrado.com/inmueble/arriendo-bodega-medellin-perpetuo-socorro-3-banos/17287-M5573433,17287-M5573433,97,37
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Otros | Medellín,$3.650.000,"100 m²
3 hab.
2 bañ.
1 par.",100,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-patio-bonito-3-habitaciones-2-banos-1-garajes/687-M5813328,687-M5813328,97,38
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$4.300.000,"87 m²
3 hab.
2 bañ.
2 par.",87,3,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-2-banos-2-garajes/687-M5433942,687-M5433942,97,39
"Apartamento en Venta y Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$570.000.000,"92 m²
2 hab.
2 bañ.
2 par.",92,2,2,2,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-los-balsos-no.2-2-habitaciones-2-banos-2-garajes/687-M2540767,687-M2540767,97,40
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$5.700.000,"86 m²
3 hab.
2 bañ.
1 par.",86,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-2-banos-1-garajes/687-M5533584,687-M5533584,97,41
"Apartamento en Arriendo, SAN JULIAN, Medellín",SAN JULIAN | Suroriente | Medellín,$3.700.000,"86 m²
3 hab.
2 bañ.
2 par.",86,3,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-2-banos-2-garajes/16174-M5943850,16174-M5943850,97,42
"Apartamento en Arriendo, LOS BALSOS, Medellín",LOS BALSOS | Suroriente | Medellín,$5.000.000,"116 m²
3 hab.
3 bañ.
2 par.",116,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.2-3-habitaciones-3-banos-2-garajes/16174-M5432687,16174-M5432687,97,43
"Apartamento en Arriendo, CASTROPOL, Medellín",CASTROPOL | Suroriente | Medellín,$8.000.000,"150 m²
3 hab.
4 bañ.
2 par.",150,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-4-banos-2-garajes/16174-M5648072,16174-M5648072,97,44
"Apartamento en Arriendo, CASTROPOL, Medellín",CASTROPOL | Suroriente | Medellín,$8.500.000,"135 m²
3 hab.
4 bañ.
2 par.",135,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-4-banos-2-garajes/16174-M5833194,16174-M5833194,97,45
"Apartamento en Arriendo, LOS BALSOS NO 1, Medellín",LOS BALSOS NO 1 | Suroriente | Medellín,$3.800.000,"62 m²
1 hab.
2 bañ.
1 par.",62,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-1-habitaciones-2-banos-1-garajes/16174-M5590672,16174-M5590672,97,46
"Apartamento en Arriendo, EL TESORO, Medellín",EL TESORO | Suroriente | Medellín,$8.800.000,"195 m²
3 hab.
4 bañ.
2 par.",195,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-4-banos-2-garajes/16174-M5528664,16174-M5528664,97,47
"Casa en Arriendo, El Tesoro, Medellín",El Tesoro | Medellín,$12.500.000,"345 m²
4 hab.
5 bañ.
2 par.",345,4,5,2,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-el-tesoro-4-habitaciones-5-banos-2-garajes/16120-M5942802,16120-M5942802,97,48
"Apartaestudio en Arriendo, Occidente Florida Nueva, Medellín",Occidente Florida Nueva | Medellín,$1.550.000,"35 m²
1 hab.
1 bañ.",35,1,1,,https://www.metrocuadrado.com/inmueble/arriendo-apartaestudio-medellin-occidente-florida-nueva-1-habitaciones-1-banos/277-M6036936,277-M6036936,97,49
"Apartamento en Arriendo, Sin Barrio, Medellín",Sin Barrio | Medellín,$2.500.000,"67 m²
3 hab.
2 bañ.
1 par.",67,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-sin-barrio-3-habitaciones-2-banos-1-garajes/18597-M6041587,18597-M6041587,97,50
"Apartamento en Arriendo, El Poblado, Medellín",El Poblado | Suroriente | Medellín,$5.200.000,"120 m²
2 hab.
2 bañ.
2 par.",120,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-2-habitaciones-2-banos-2-garajes/16895-M5807690,16895-M5807690,97,51
"Apartamento en Arriendo, Palmas , Medellín",Palmas | Medellín,$6.500.000,"110 m²
2 hab.
2 bañ.
2 par.",110,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-palmas.-2-habitaciones-2-banos-2-garajes/18597-M6041311,18597-M6041311,97,52
"Apartamento en Arriendo, Castropol, Medellín",Castropol | Medellín,$6.000.000,"135 m²
3 hab.
3 bañ.
2 par.",135,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-3-banos-2-garajes/18597-M6041254,18597-M6041254,97,53
"Bodega en Arriendo, Barrio Antioquia, Medellín",Barrio Antioquia | Suroccidente | Medellín,$4.800.000,"125 m²
1 bañ.",125,,1,,https://www.metrocuadrado.com/inmueble/arriendo-bodega-medellin-trinidad-1-banos/737-M4780378,737-M4780378,98,1
"Apartamento en Arriendo, El Poblado, Medellín",El Poblado | Medellín,$6.300.000,"134 m²
3 hab.
2 bañ.
2 par.",134,3,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-poblado-3-habitaciones-2-banos-2-garajes/20772-M6021960,20772-M6021960,98,2
"Apartamento en Arriendo, Santa Monica, Medellín",Santa Monica | Medellín,$2.300.000,"100 m²
3 hab.
2 bañ.
1 par.",100,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-monica-3-habitaciones-2-banos-1-garajes/17143-M5627340,17143-M5627340,98,3
"Apartamento en Arriendo, Poblado San Lucas, Medellín",Poblado San Lucas | Medellín,$11.000.000,"150 m²
2 hab.
3 bañ.
2 par.",150,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-san-lucas-2-habitaciones-3-banos-2-garajes/20765-M6000255,20765-M6000255,98,4
"Apartamento en Arriendo, LAURELES, Medellín",LAURELES | Noroccidente | Medellín,$5.500.000,"175 m²
4 hab.
2 bañ.
1 par.",175,4,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-conquistadores-4-habitaciones-2-banos-1-garajes/12116-M3997459,12116-M3997459,98,5
"Consultorio en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$3.700.000,"30 m²
1 bañ.
1 par.",30,,1,1,https://www.metrocuadrado.com/inmueble/arriendo-consultorio-medellin-san-diego-1-banos-1-garajes/687-M5715646,687-M5715646,98,6
"Oficina en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$20.800.000,"250 m²
2 bañ.
4 par.",250,,2,4,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-las-lomas-no.2-2-banos-4-garajes/687-M4613869,687-M4613869,98,7
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$5.450.000,"92 m²
2 hab.
2 bañ.
2 par.",92,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-castillo-2-habitaciones-2-banos-2-garajes/687-M5525941,687-M5525941,98,8
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Otros | Medellín,$3.500.000,"83 m²
3 hab.
2 bañ.
1 par.",83,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-2-banos-1-garajes/687-M5803851,687-M5803851,98,9
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Nororiente | Medellín,$2.100.000,"55 m²
2 hab.
1 bañ.
1 par.",55,2,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-asomadera-no.1-2-habitaciones-1-banos-1-garajes/687-M5368324,687-M5368324,98,10
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$15.450.000,"170 m²
2 hab.
3 bañ.
3 par.",170,2,3,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-2-habitaciones-3-banos-3-garajes/687-M4729125,687-M4729125,98,11
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$3.800.000,"100 m²
2 hab.
2 bañ.
1 par.",100,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-maria-de-los-angeles-2-habitaciones-2-banos-1-garajes/687-M5764783,687-M5764783,98,12
"Casa en Arriendo, BELEN, Medellín",BELEN | Suroccidente | Medellín,$7.900.000,"233 m²
4 hab.
4 bañ.
3 par.",233,4,4,3,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-la-palma-4-habitaciones-4-banos-3-garajes/12116-M5420227,12116-M5420227,98,13
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$8.900.000,"218 m²
3 hab.
3 bañ.
3 par.",218,3,3,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-florida-3-habitaciones-3-banos-3-garajes/687-M5488957,687-M5488957,98,14
"Oficina en Arriendo, LAURELES, Medellín",LAURELES | Noroccidente | Medellín,$8.700.000,"291 m²
4 bañ.
1 par.",291,,4,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-laureles-4-banos-1-garajes/12116-M4308570,12116-M4308570,98,15
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$4.450.000,"115 m²
3 hab.
2 bañ.
2 par.",115,3,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-2-banos-2-garajes/687-M4867928,687-M4867928,98,16
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$3.850.000,"78 m²
3 hab.
2 bañ.
1 par.",78,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-maria-de-los-angeles-3-habitaciones-2-banos-1-garajes/687-M5594082,687-M5594082,98,17
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Nororiente | Medellín,$5.000.000,"104 m²
3 hab.
2 bañ.
2 par.",104,3,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-asomadera-no.2-3-habitaciones-2-banos-2-garajes/687-M4636223,687-M4636223,98,18
"Apartamento en Arriendo, Poblado, Medellín",Poblado | Medellín,$7.500.000,"70 m²
2 hab.
2 bañ.
1 par.",70,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-2-habitaciones-2-banos-1-garajes/20765-M6000012,20765-M6000012,98,19
"Apartamento en Arriendo, LAURELES, Medellín",LAURELES | Noroccidente | Medellín,$2.800.000,"58 m²
2 hab.
2 bañ.
1 par.",58,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-laureles-2-habitaciones-2-banos-1-garajes/12116-M5660765,12116-M5660765,98,20
"Apartamento en Arriendo, LAURELES, Medellín",LAURELES | Noroccidente | Medellín,$3.800.000,"105 m²
4 hab.
3 bañ.
1 par.",105,4,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-conquistadores-4-habitaciones-3-banos-1-garajes/12116-M5652150,12116-M5652150,98,21
"Oficina en Arriendo, GUAYABAL, Medellín",GUAYABAL | Suroccidente | Medellín,$58.000.000,"2.366 m²
5 bañ.
4 par.",366,,5,4,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-guayabal-5-banos-4-garajes/687-M4463192,687-M4463192,98,22
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$4.200.000,"70 m²
1 hab.
2 bañ.
1 par.",70,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-1-habitaciones-2-banos-1-garajes/687-M5453844,687-M5453844,98,23
"Oficina en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$11.500.000,"115 m²
2 bañ.
3 par.",115,,2,3,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-alejandria-2-banos-3-garajes/687-M4988134,687-M4988134,98,24
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$6.650.000,"92 m²
2 hab.
2 bañ.
2 par.",92,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-castillo-2-habitaciones-2-banos-2-garajes/687-M5525930,687-M5525930,98,25
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$3.200.000,"105 m²
3 hab.
3 bañ.
2 par.",105,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-naranjos-3-habitaciones-3-banos-2-garajes/687-M2754748,687-M2754748,98,26
"Oficina en Arriendo, EL POBLADO, Medellín",EL POBLADO | Otros | Medellín,$4.000.000,"54 m²
2 bañ.
1 par.",54,,2,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-2-banos-1-garajes/687-M5986774,687-M5986774,98,27
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$4.250.000,"130 m²
3 hab.
2 bañ.
1 par.",130,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-maria-de-los-angeles-3-habitaciones-2-banos-1-garajes/687-M5114173,687-M5114173,98,28
"Apartamento en Arriendo, BELEN, Medellín",BELEN | Suroccidente | Medellín,$2.800.000,"62 m²
1 hab.
1 bañ.
1 par.",62,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-rosales-1-habitaciones-1-banos-1-garajes/12116-M5454789,12116-M5454789,98,29
"Oficina en Arriendo, BELEN, Medellín",BELEN | Suroccidente | Medellín,$10.000.000,"340 m²
4 bañ.
4 par.",340,,4,4,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-la-palma-4-banos-4-garajes/687-M5191423,687-M5191423,98,30
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Otros | Medellín,$3.300.000,"68 m²
3 hab.
2 bañ.
1 par.",68,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-2-banos-1-garajes/687-M5845827,687-M5845827,98,31
"Casa en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$7.800.000,"250 m²
3 hab.
4 bañ.
1 par.",250,3,4,1,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-el-tesoro-3-habitaciones-4-banos-1-garajes/687-M5422077,687-M5422077,98,32
"Oficina en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$19.000.000,"185 m²
2 bañ.
4 par.",185,,2,4,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-los-balsos-no2-2-banos-4-garajes/687-M6031883,687-M6031883,98,33
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$5.400.000,"140 m²
3 hab.
3 bañ.
2 par.",140,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-3-banos-2-garajes/687-M4815581,687-M4815581,98,34
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$4.600.000,"90 m²
2 hab.
3 bañ.
2 par.",90,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-2-habitaciones-3-banos-2-garajes/687-M5433881,687-M5433881,98,35
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$4.000.000,"76 m²
2 hab.
2 bañ.
1 par.",76,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-2-habitaciones-2-banos-1-garajes/687-M5053832,687-M5053832,98,36
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$12.500.000,"180 m²
3 hab.
4 bañ.
2 par.",180,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-3-habitaciones-4-banos-2-garajes/687-M5525370,687-M5525370,98,37
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$4.600.000,"130 m²
3 hab.
2 bañ.
1 par.",130,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-2-banos-1-garajes/687-M4758377,687-M4758377,98,38
"Apartamento en Arriendo, LAURELES, Medellín",LAURELES | Noroccidente | Medellín,$10.000.000,"210 m²
4 hab.
5 bañ.
1 par.",210,4,5,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-las-acacias-4-habitaciones-5-banos-1-garajes/12116-M3534063,12116-M3534063,98,39
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$7.700.000,"210 m²
3 hab.
4 bañ.
3 par.",210,3,4,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-florida-3-habitaciones-4-banos-3-garajes/687-M5695022,687-M5695022,98,40
"Apartamento en Arriendo, LAURELES, Medellín",LAURELES | Noroccidente | Medellín,$4.200.000,"88 m²
3 hab.
3 bañ.
1 par.",88,3,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-colores-3-habitaciones-3-banos-1-garajes/12116-M5255528,12116-M5255528,98,41
"Apartamento en Arriendo, CIUDAD DEL RIO, Medellín",CIUDAD DEL RIO | Suroriente | Medellín,$4.200.000,"79 m²
2 hab.
3 bañ.
1 par.",79,2,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simesa-2-habitaciones-3-banos-1-garajes/16174-M5600938,16174-M5600938,98,42
"Apartamento en Arriendo, CASTROPOL, Medellín",CASTROPOL | Suroriente | Medellín,$3.600.000,"70 m²
2 hab.
2 bañ.
1 par.",70,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-2-habitaciones-2-banos-1-garajes/16174-M5508160,16174-M5508160,98,43
"Apartamento en Arriendo, ALTOS DEL POBLADO, Medellín",ALTOS DEL POBLADO | Suroriente | Medellín,$4.500.000,"99 m²
3 hab.
2 bañ.
1 par.",99,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-altos-del-poblado-3-habitaciones-2-banos-1-garajes/16174-M5947354,16174-M5947354,98,44
"Apartamento en Arriendo, CIUDAD DEL RIO, Medellín",CIUDAD DEL RIO | Suroriente | Medellín,$3.800.000,"90 m²
3 hab.
2 bañ.
1 par.",90,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simesa-3-habitaciones-2-banos-1-garajes/16174-M5601770,16174-M5601770,98,45
