titulo,ubicacion,precio,caracteristicas,area_m2,habitaciones,banos,parqueaderos,url,codigo,pagina,numero_en_pagina
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$3.700.000,"70 m²
1 hab.
2 bañ.
1 par.",70,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simesa-1-habitaciones-2-banos-1-garajes/687-M4871950,687-M4871950,39,39
"Apartamento en Arriendo, Ciudad Del Rio, Medellín",Ciudad Del Rio | Medellín,$4.700.000,"50 m²
1 hab.
1 bañ.
1 par.",50,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-na-1-habitaciones-1-banos-1-garajes/20033-M5768170,20033-M5768170,39,40
"Apartamento en Venta y Arriendo, poblado, Medellín",poblado | Suroriente | Medellín,$930.000.000,"264 m²
3 hab.
4 bañ.
2 par.",264,3,4,2,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-la-florida-3-habitaciones-4-banos-2-garajes/687-M2255962,687-M2255962,39,41
"Apartamento en Arriendo, San Lucas, Medellín",San Lucas | Suroriente | Medellín,$9.000.000,"157 m²
2 hab.
3 bañ.",157,2,3,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-2-habitaciones-3-banos/2214-M6069395,2214-M6069395,39,42
"Apartamento en Arriendo, La Calera, Medellín",La Calera | Suroriente | Medellín,$11.000.000,"220 m²
3 hab.
3 bañ.",220,3,3,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-3-banos/2214-M6069310,2214-M6069310,39,43
"Casa en Arriendo, Los Balsos, Medellín",Los Balsos | Suroriente | Medellín,$10.000.000,"300 m²
3 hab.
5 bañ.",300,3,5,,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-los-balsos-no.2-3-habitaciones-5-banos/2214-M6069394,2214-M6069394,39,44
"Apartamento en Arriendo, Ciudad Del Rio, Medellín",Ciudad Del Rio | Medellín,$4.500.000,"100 m²
3 hab.
2 bañ.
1 par.",100,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-ciudad-del-rio-3-habitaciones-2-banos-1-garajes/12647-M5940549,12647-M5940549,39,45
"Apartamento en Arriendo, Las Palmas M, Medellín",Las Palmas M | Medellín,$7.200.000,"104 m²
2 hab.
3 bañ.",104,2,3,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-las-palmas-m-2-habitaciones-3-banos/2214-M5971143,2214-M5971143,39,46
"Apartamento en Arriendo, Altos Del Poblado, Medellín",Altos Del Poblado | Medellín,$5.000.000,"117 m²
4 hab.
4 bañ.",117,4,4,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-altos-del-poblado-4-habitaciones-4-banos/2214-M5972488,2214-M5972488,39,47
"Casa en Arriendo, Belen Fatima, Medellín",Belen Fatima | Medellín,$3.600.000,"160 m²
5 hab.
2 bañ.",160,5,2,,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-belen-fatima-5-habitaciones-2-banos/14059-M6011607,14059-M6011607,39,48
"Apartamento en Arriendo, Loma Del Indio, Medellín",Loma Del Indio | Medellín,$4.200.000,"90 m²
3 hab.
2 bañ.
1 par.",90,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-del-indio-3-habitaciones-2-banos-1-garajes/14059-M6055703,14059-M6055703,39,49
"Apartamento en Arriendo, El Poblado, Medellín",El Poblado | Medellín,$9.000.000,"160 m²
3 hab.
4 bañ.
2 par.",160,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-poblado-3-habitaciones-4-banos-2-garajes/847-M5764623,847-M5764623,39,50
"Apartamento en Arriendo, El Poblado, Medellín",El Poblado | Suroriente | Medellín,$3.300.000,"68 m²
2 hab.
2 bañ.
1 par.",68,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simesa-2-habitaciones-2-banos-1-garajes/2398-M5656682,2398-M5656682,39,51
"Apartamento en Arriendo, San Diego, Medellín",San Diego | Suroriente | Medellín,$6.000.000,"86 m²
3 hab.
2 bañ.
1 par.",86,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-diego-3-habitaciones-2-banos-1-garajes/16120-M5940774,16120-M5940774,39,52
"Apartamento en Arriendo, Provenza, Medellín",Provenza | Medellín,$4.000.000,"95 m²
2 hab.
3 bañ.
2 par.",95,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-provenza-2-habitaciones-3-banos-2-garajes/17365-M5684624,17365-M5684624,39,53
"Apartamento en Arriendo, El Poblado, Medellín",El Poblado | Medellín,$7.300.000,"180 m²
3 hab.
4 bañ.
2 par.",180,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-poblado-3-habitaciones-4-banos-2-garajes/20772-M5993699,20772-M5993699,40,1
"Apartamento en Arriendo, La America, Medellín",La America | Noroccidente | Medellín,$2.350.000,"65 m²
2 hab.
2 bañ.
1 par.",65,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-pinos-2-habitaciones-2-banos-1-garajes/18177-M5963027,18177-M5963027,40,2
"Apartamento en Arriendo, El Poblado, Medellín",El Poblado | Medellín,$5.500.000,"99 m²
3 hab.
2 bañ.",99,3,2,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-poblado-3-habitaciones-2-banos/11166-M6050438,11166-M6050438,40,3
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$5.200.000,"120 m²
3 hab.
3 bañ.
2 par.",120,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-3-habitaciones-3-banos-2-garajes/687-M5560038,687-M5560038,40,4
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$5.900.000,"89 m²
3 hab.
2 bañ.
1 par.",89,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-2-banos-1-garajes/687-M5190333,687-M5190333,40,5
"Casa en Arriendo, EL POBLADO, Medellín",EL POBLADO | Otros | Medellín,$8.200.000,"290 m²
4 hab.
5 bañ.
2 par.",290,4,5,2,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-los-balsos-no1-4-habitaciones-5-banos-2-garajes/687-M5821866,687-M5821866,40,6
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$3.650.000,"65 m²
1 hab.
2 bañ.
1 par.",65,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simesa-1-habitaciones-2-banos-1-garajes/687-M6015475,687-M6015475,40,7
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$3.450.000,"59 m²
2 hab.
2 bañ.
1 par.",59,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-2-habitaciones-2-banos-1-garajes/687-M4508263,687-M4508263,40,8
"Oficina en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$5.400.000,"64 m²
1 bañ.",64,,1,,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-el-poblado-1-banos/687-M4872936,687-M4872936,40,9
"Apartamento en Arriendo, La Frontera, Medellín",La Frontera | Medellín,$7.500.000,"156 m²
4 hab.
5 bañ.
2 par.",156,4,5,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-na-4-habitaciones-5-banos-2-garajes/19698-M5988707,19698-M5988707,40,10
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$5.400.000,"86 m²
1 hab.
2 bañ.
1 par.",86,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-1-habitaciones-2-banos-1-garajes/687-M5058566,687-M5058566,40,11
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$8.200.000,"110 m²
3 hab.
3 bañ.
2 par.",110,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-naranjos-3-habitaciones-3-banos-2-garajes/687-M3564050,687-M3564050,40,12
"Apartamento en Venta y Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$950.000.000,"186 m²
3 hab.
4 bañ.
2 par.",186,3,4,2,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-el-tesoro-3-habitaciones-4-banos-2-garajes/687-M2424916,687-M2424916,40,13
"Oficina en Arriendo, BELEN, Medellín",BELEN | Suroccidente | Medellín,$11.000.000,"300 m²
4 bañ.
2 par.",300,,4,2,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-rosales-4-banos-2-garajes/12116-M4872141,12116-M4872141,40,14
"Local Comercial en Arriendo, ALTO DE LAS PALMAS, Medellín",ALTO DE LAS PALMAS | Suroriente | Medellín,$8.300.000,120 m²,120,,,,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-castropol/20364-M6015785,20364-M6015785,40,15
"Apartamento en Arriendo, LA AMERICA, Medellín",LA AMERICA | Noroccidente | Medellín,$2.000.000,"55 m²
2 hab.
2 bañ.",55,2,2,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-calasanz-2-habitaciones-2-banos/12116-M6003593,12116-M6003593,40,16
"Apartamento en Arriendo, BELEN, Medellín",BELEN | Suroccidente | Medellín,$2.700.000,"75 m²
2 hab.
2 bañ.
1 par.",75,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-de-los-bernal-2-habitaciones-2-banos-1-garajes/12116-M5777869,12116-M5777869,40,17
"Casa en Arriendo, Belen Fatima, Medellín",Belen Fatima | Medellín,$2.800.000,"112 m²
3 hab.
3 bañ.",112,3,3,,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-belen-fatima-3-habitaciones-3-banos/20769-M5990328,20769-M5990328,40,18
"Oficina en Arriendo, LAURELES, Medellín",LAURELES | Noroccidente | Medellín,$27.000.000,"530 m²
5 bañ.",530,,5,,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-bolivariana-5-banos/687-M4865139,687-M4865139,40,19
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$5.400.000,"113 m²
3 hab.
2 bañ.
1 par.",113,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-3-habitaciones-2-banos-1-garajes/687-M4865262,687-M4865262,40,20
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$5.650.000,"134 m²
2 hab.
3 bañ.
2 par.",134,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-florida-2-habitaciones-3-banos-2-garajes/687-M5502526,687-M5502526,40,21
"Casa en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$6.600.000,"200 m²
4 hab.
4 bañ.
2 par.",200,4,4,2,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-castropol-4-habitaciones-4-banos-2-garajes/687-M5190247,687-M5190247,40,22
"Apartamento en Venta y Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$1.300.000.000,"148 m²
2 hab.
2 bañ.
2 par.",148,2,2,2,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-altos-del-poblado-2-habitaciones-2-banos-2-garajes/687-M2959208,687-M2959208,40,23
"Apartamento en Arriendo, Altos Del Poblado, Medellín",Altos Del Poblado | Medellín,$16.500.000,"168 m²
3 hab.
3 bañ.
2 par.",168,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-altos-del-poblado-3-habitaciones-3-banos-2-garajes/19797-M5693523,19797-M5693523,40,24
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$2.200.000,"31 m²
1 hab.
1 bañ.
1 par.",31,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-diamante-no.2-1-habitaciones-1-banos-1-garajes/687-M5618820,687-M5618820,40,25
"Local Comercial en Arriendo, Suramericana, Medellín",Suramericana | Medellín,$5.300.000,"70 m²
1 bañ.",70,,1,,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-suramericana-1-banos/17287-M5993100,17287-M5993100,40,26
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$9.300.000,"175 m²
3 hab.
4 bañ.
3 par.",175,3,4,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-4-banos-3-garajes/687-M5711955,687-M5711955,40,27
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$6.500.000,"186 m²
3 hab.
3 bañ.
2 par.",186,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-patio-bonito-3-habitaciones-3-banos-2-garajes/687-M4998597,687-M4998597,40,28
"Apartamento en Arriendo, BELEN, Medellín",BELEN | Suroccidente | Medellín,$5.500.000,"180 m²
3 hab.
3 bañ.
1 par.",180,3,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-belen-3-habitaciones-3-banos-1-garajes/16642-M5951209,16642-M5951209,40,29
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$3.200.000,"69 m²
3 hab.
2 bañ.
1 par.",69,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-2-banos-1-garajes/687-M5390239,687-M5390239,40,30
"Apartamento en Arriendo, GUAYABAL, Medellín",GUAYABAL | Suroccidente | Medellín,$6.700.000,"65 m²
3 hab.
2 bañ.
1 par.",65,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-fe-3-habitaciones-2-banos-1-garajes/12116-M5712530,12116-M5712530,40,31
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$5.400.000,"150 m²
3 hab.
3 bañ.
1 par.",150,3,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-florida-3-habitaciones-3-banos-1-garajes/687-M5365014,687-M5365014,40,32
"Local Comercial en Arriendo, La America, Medellín",La America | Medellín,$2.400.000,"45 m²
1 bañ.",45,,1,,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-la-america-1-banos/17287-M6060540,17287-M6060540,40,33
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$9.200.000,"215 m²
3 hab.
4 bañ.
3 par.",215,3,4,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-3-habitaciones-4-banos-3-garajes/687-M5711530,687-M5711530,40,34
"Apartamento en Venta y Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$2.100.000.000,"296 m²
3 hab.
4 bañ.
4 par.",296,3,4,4,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-altos-del-poblado-3-habitaciones-4-banos-4-garajes/687-M2119596,687-M2119596,40,35
"Casa en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$7.800.000,"200 m²
3 hab.
3 bañ.
2 par.",200,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-el-tesoro-3-habitaciones-3-banos-2-garajes/687-M4888090,687-M4888090,40,36
"Apartamento en Arriendo, Laureles, Medellín",Laureles | Medellín,$4.800.000,"115 m²
3 hab.
2 bañ.
2 par.",115,3,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-laureles-3-habitaciones-2-banos-2-garajes/14273-M6052425,14273-M6052425,40,37
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$7.700.000,"132 m²
3 hab.
2 bañ.
2 par.",132,3,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.2-3-habitaciones-2-banos-2-garajes/687-M5680956,687-M5680956,40,38
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$4.200.000,"85 m²
2 hab.
2 bañ.
1 par.",85,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-diamante-no2-2-habitaciones-2-banos-1-garajes/687-M6061522,687-M6061522,40,39
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$3.150.000,"75 m²
3 hab.
2 bañ.
1 par.",75,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-3-habitaciones-2-banos-1-garajes/687-M4866178,687-M4866178,40,40
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$4.200.000,"117 m²
3 hab.
2 bañ.
2 par.",117,3,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-florida-3-habitaciones-2-banos-2-garajes/687-M4738363,687-M4738363,40,41
"Casa en Arriendo, Laureles, Medellín",Laureles | Noroccidente | Medellín,$3.500.000,"144 m²
3 hab.
2 bañ.",144,3,2,,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-las-acacias-3-habitaciones-2-banos/2214-M6069294,2214-M6069294,40,42
"Apartamento en Arriendo, La Tomatera, Medellín",La Tomatera | Medellín,$17.000.000,"390 m²
3 hab.
4 bañ.",390,3,4,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-tomatera-3-habitaciones-4-banos/2214-M6001406,2214-M6001406,40,43
"Apartamento en Arriendo, Poblado, Medellín",Poblado | Medellín,$6.500.000,"142 m²
3 hab.
3 bañ.
2 par.",142,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-3-habitaciones-3-banos-2-garajes/19259-M5964383,19259-M5964383,40,44
"Apartamento en Arriendo, Ciudad Del Rio, Medellín",Ciudad Del Rio | Medellín,$6.000.000,"120 m²
3 hab.
3 bañ.",120,3,3,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-ciudad-del-rio-3-habitaciones-3-banos/2214-M5980627,2214-M5980627,40,45
"Apartamento en Arriendo, Laureles, Medellín",Laureles | Medellín,$24.000.000,"444 m²
5 hab.
5 bañ.",444,5,5,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-laureles-5-habitaciones-5-banos/2214-M5988458,2214-M5988458,40,46
"Apartamento en Arriendo, Castropol, Medellín",Castropol | Medellín,$3.200.000,"48 m²
2 hab.
2 bañ.",48,2,2,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-2-habitaciones-2-banos/2214-M6007818,2214-M6007818,40,47
"Casa en Arriendo, Florida Nueva, Medellín",Florida Nueva | Noroccidente | Medellín,$3.500.000,"160 m²
4 hab.
2 bañ.",160,4,2,,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-santa-rosa-de-lima-4-habitaciones-2-banos/18714-M5838388,18714-M5838388,40,48
"Apartamento en Arriendo, San Antonio De Prado, Medellín",San Antonio De Prado | Medellín,$1.500.000,"57 m²
3 hab.
2 bañ.",57,3,2,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-antonio-de-prado-3-habitaciones-2-banos/14059-M5991132,14059-M5991132,40,49
"Apartamento en Arriendo, Altos Del Poblado, Medellín",Altos Del Poblado | Suroriente | Medellín,$12.000.000,"315 m²
3 hab.
4 bañ.
3 par.",315,3,4,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-altos-del-poblado-3-habitaciones-4-banos-3-garajes/16120-M5496926,16120-M5496926,40,50
"Apartamento en Arriendo, La Mota, Medellín",La Mota | Suroccidente | Medellín,$2.600.000,"90 m²
3 hab.
2 bañ.",90,3,2,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-diego-echavarria-3-habitaciones-2-banos/18777-M6052722,18777-M6052722,40,51
"Apartamento en Arriendo, Suramericana, Medellín",Suramericana | Medellín,$4.500.000,"155 m²
3 hab.
2 bañ.
1 par.",155,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-suramericana-3-habitaciones-2-banos-1-garajes/16120-M5940780,16120-M5940780,40,52
"Apartamento en Arriendo, San German, Medellín",San German | Medellín,$3.100.000,"75 m²
3 hab.
2 bañ.
1 par.",75,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-german-3-habitaciones-2-banos-1-garajes/14059-M5676640,14059-M5676640,40,53
"Apartamento en Arriendo, La Tomatera, Medellín",La Tomatera | Medellín,$5.800.000,"52 m²
1 hab.
2 bañ.",52,1,2,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-tomatera-1-habitaciones-2-banos/2214-M5988075,2214-M5988075,41,1
"Apartamento en Arriendo, El Poblado, Medellín",El Poblado | Medellín,$3.600.000,"63 m²
2 hab.
2 bañ.",63,2,2,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-poblado-2-habitaciones-2-banos/11166-M6043762,11166-M6043762,41,2
"Casa en Arriendo, Alto De Las Palmas, Medellín",Alto De Las Palmas | Medellín,$14.500.000,"330 m²
3 hab.
5 bañ.
4 par.",330,3,5,4,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-na-3-habitaciones-5-banos-4-garajes/20765-M6000163,20765-M6000163,41,3
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$4.900.000,"103 m²
3 hab.
3 bañ.
2 par.",103,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-3-banos-2-garajes/687-M5610194,687-M5610194,41,4
"Apartaestudio en Arriendo, Laureles Nogal, Medellín",Laureles Nogal | Suroccidente | Medellín,$2.680.000,"50 m²
1 hab.
1 bañ.",50,1,1,,https://www.metrocuadrado.com/inmueble/arriendo-apartaestudio-medellin-el-nogal-los-almendros-1-habitaciones-1-banos/12653-M5636116,12653-M5636116,41,5
"Apartamento en Arriendo, LAURELES, Medellín",LAURELES | Noroccidente | Medellín,$2.350.000,"35 m²
1 hab.
2 bañ.
1 par.",35,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-laureles-1-habitaciones-2-banos-1-garajes/12116-M5062953,12116-M5062953,41,6
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$4.900.000,"89 m²
3 hab.
2 bañ.
1 par.",89,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-2-banos-1-garajes/687-M5190362,687-M5190362,41,7
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$3.150.000,"55 m²
1 hab.
2 bañ.
1 par.",55,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simesa-1-habitaciones-2-banos-1-garajes/687-M5062073,687-M5062073,41,8
"Oficina en Arriendo, BELEN, Medellín",BELEN | Suroccidente | Medellín,$11.500.000,"290 m²
3 bañ.
2 par.",290,,3,2,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-el-nogal-los-almendros-3-banos-2-garajes/12116-M4772839,12116-M4772839,41,9
"Apartamento en Arriendo, BELEN, Medellín",BELEN | Suroccidente | Medellín,$2.550.000,"56 m²
3 hab.
2 bañ.
1 par.",56,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-hondonada-3-habitaciones-2-banos-1-garajes/12116-M5566406,12116-M5566406,41,10
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$8.100.000,"160 m²
3 hab.
4 bañ.
2 par.",160,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-3-habitaciones-4-banos-2-garajes/687-M3817204,687-M3817204,41,11
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$8.700.000,"276 m²
3 hab.
4 bañ.
3 par.",276,3,4,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-3-habitaciones-4-banos-3-garajes/687-M3711501,687-M3711501,41,12
"Oficina en Arriendo, BELEN, Medellín",BELEN | Suroccidente | Medellín,$5.800.000,"280 m²
2 bañ.",280,,2,,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-rosales-2-banos/12116-M5669372,12116-M5669372,41,13
